Trace,Block_Index,Block_Len,Next_Jump_Size
concurrency_con,158,32,77
concurrency_con,159,7,12
concurrency_con,160,5,1639
concurrency_con,161,4,182150
concurrency_con,162,6,3973
concurrency_con,163,6,9
concurrency_con,164,4,3999
concurrency_con,165,3,9
concurrency_con,166,4,41
concurrency_con,167,5,13662750
concurrency_con,168,2,11
concurrency_con,169,1,9
concurrency_con,170,2,21
concurrency_con,171,1,13662705
concurrency_con,172,2,13969190
concurrency_con,173,8,57062
concurrency_con,174,5,57071
concurrency_con,175,4,1142472
concurrency_con,176,5,3246
concurrency_con,177,13,5010329
concurrency_con,178,11,5010353
concurrency_con,179,3,257
concurrency_con,180,4,268
concurrency_con,181,5,10
concurrency_con,182,10,165
concurrency_con,183,2,1076200
concurrency_con,184,11,12
concurrency_con,185,2,9
concurrency_con,186,5,27067
concurrency_con,187,19,11790351
concurrency_con,188,6,11790364
concurrency_con,189,5,11790333
concurrency_con,190,6,11790346
concurrency_con,191,5,9
concurrency_con,192,13,9177
concurrency_con,193,12,52
concurrency_con,194,3,246
concurrency_con,195,4,1672448
concurrency_con,196,8,790413
concurrency_con,197,3,2868
concurrency_con,198,8,9
concurrency_con,199,34,9
concurrency_con,200,7,2695
concurrency_con,201,2,790408
concurrency_con,202,9,1672414
concurrency_con,203,11,94
concurrency_con,204,2,415
concurrency_con,205,18,96
concurrency_con,206,7,12000
concurrency_con,207,9,9
concurrency_con,208,4,36
concurrency_con,209,5,157
concurrency_con,210,4,1684441
concurrency_con,211,8,790413
concurrency_con,212,3,2868
concurrency_con,213,8,9
concurrency_con,214,34,9
concurrency_con,215,7,2695
concurrency_con,216,2,790408
concurrency_con,217,9,1684407
concurrency_con,218,11,75
concurrency_con,219,2,295
concurrency_con,220,14,104
concurrency_con,221,2,9
concurrency_con,222,7,21331
concurrency_con,223,19,27267
concurrency_con,224,5,1076280
concurrency_con,225,3,153
concurrency_con,226,5,94
concurrency_con,227,6,2996
concurrency_con,228,2,1142487
concurrency_con,229,3,13969147
concurrency_con,230,1,13662603
concurrency_con,231,6,11
concurrency_con,232,8,262099
concurrency_con,233,18,262155
concurrency_con,234,4,13662537
concurrency_con,235,3,70
concurrency_con,236,3,4023
concurrency_con,237,8,4037
concurrency_con,238,4,182072
concurrency_con,239,1,1717
concurrency_con,240,2,1099
concurrency_con,241,20,13620642
concurrency_con,242,1,9
concurrency_con,243,4,9
concurrency_con,244,13,13477622
concurrency_con,245,2,9
concurrency_con,246,9,898
concurrency_con,247,6,14
concurrency_con,248,4,13012939
concurrency_con,249,2,81
concurrency_con,250,9,9
concurrency_con,251,7,76
concurrency_con,252,8,128
concurrency_con,253,6,2164814
concurrency_con,254,9,9
concurrency_con,255,2,9
concurrency_con,256,8,9
concurrency_con,257,9,2164901
concurrency_con,258,1,4891977
concurrency_con,259,9,9
concurrency_con,260,3,9
concurrency_con,261,4,115
concurrency_con,262,2,9
concurrency_con,263,9,4892176
concurrency_con,264,1,9
concurrency_con,265,5,1340056
concurrency_con,266,6,9
concurrency_con,267,7,968
concurrency_con,268,9,9
concurrency_con,269,5,9
concurrency_con,270,4,629
concurrency_con,271,9,4196250
concurrency_con,272,1,10
concurrency_con,273,9,4196281
concurrency_con,274,16,547
concurrency_con,275,11,4206627
concurrency_con,276,1,10
concurrency_con,277,7,4206648
concurrency_con,278,3,9
concurrency_con,279,9,821
concurrency_con,280,5,10
concurrency_con,281,13,1340154
concurrency_con,282,1,193
concurrency_con,283,3,9
concurrency_con,284,3,172
concurrency_con,285,6,229
concurrency_con,286,2,131
concurrency_con,287,5,1197362
concurrency_con,288,3,9
concurrency_con,289,4,31
concurrency_con,290,2,1197311
concurrency_con,291,2,83
concurrency_con,292,1,1196177
concurrency_con,293,8,9
concurrency_con,294,9,249
concurrency_con,295,10,11
concurrency_con,296,2,54
concurrency_con,297,4,67
concurrency_con,298,5,14961
concurrency_con,299,7,51
concurrency_con,300,2,15032
concurrency_con,301,10,162
concurrency_con,302,4,9
concurrency_con,303,6,1196067
concurrency_con,304,1,86
concurrency_con,305,1,9
concurrency_con,306,10,12975840
concurrency_con,307,1,9705
concurrency_con,308,5,9699
concurrency_con,309,2,46
concurrency_con,310,2,4374
concurrency_con,311,4,182302
concurrency_con,312,1,1813
concurrency_con,313,3,1278
concurrency_con,314,1,27
concurrency_con,315,17,9
concurrency_con,316,8,69
concurrency_con,317,4,9
concurrency_con,318,1,41
concurrency_con,319,3,695
concurrency_con,320,4,1434
concurrency_con,321,35,19
concurrency_con,322,1,24
concurrency_con,323,5,193633
concurrency_con,324,9,193605
concurrency_con,325,1,1579
concurrency_con,326,4,182150
concurrency_con,327,6,3973
concurrency_con,328,4,25
concurrency_con,329,1,52
concurrency_con,330,1,57
concurrency_con,331,3,4012
concurrency_con,332,3,9
concurrency_con,333,1,13
concurrency_con,334,1,13662689
concurrency_con,335,2,11
concurrency_con,336,1,9
concurrency_con,337,2,21
concurrency_con,338,1,13662644
concurrency_con,339,2,13969129
concurrency_con,340,8,57062
concurrency_con,341,5,57071
concurrency_con,342,4,1142472
concurrency_con,343,5,3246
concurrency_con,344,13,5010329
concurrency_con,345,11,5010353
concurrency_con,346,3,257
concurrency_con,347,4,268
concurrency_con,348,5,10
concurrency_con,349,10,165
concurrency_con,350,2,1076200
concurrency_con,351,11,12
concurrency_con,352,2,9
concurrency_con,353,5,27067
concurrency_con,354,19,11790351
concurrency_con,355,6,11790364
concurrency_con,356,5,11790333
concurrency_con,357,6,11790346
concurrency_con,358,5,9
concurrency_con,359,13,9177
concurrency_con,360,12,52
concurrency_con,361,3,246
concurrency_con,362,4,1672448
concurrency_con,363,8,790413
concurrency_con,364,3,2868
concurrency_con,365,8,9
concurrency_con,366,34,9
concurrency_con,367,7,2695
concurrency_con,368,2,790408
concurrency_con,369,9,1672414
concurrency_con,370,11,94
concurrency_con,371,2,415
concurrency_con,372,18,96
concurrency_con,373,7,12000
concurrency_con,374,9,9
concurrency_con,375,4,36
concurrency_con,376,5,157
concurrency_con,377,4,1684441
concurrency_con,378,8,790413
concurrency_con,379,3,2868
concurrency_con,380,8,9
concurrency_con,381,34,9
concurrency_con,382,7,2695
concurrency_con,383,2,790408
concurrency_con,384,9,1684407
concurrency_con,385,11,75
concurrency_con,386,2,295
concurrency_con,387,14,104
concurrency_con,388,2,9
concurrency_con,389,7,21331
concurrency_con,390,19,27267
concurrency_con,391,5,1076280
concurrency_con,392,3,153
concurrency_con,393,5,94
concurrency_con,394,6,2996
concurrency_con,395,2,1142487
concurrency_con,396,3,13969086
concurrency_con,397,1,13662542
concurrency_con,398,6,11
concurrency_con,399,8,262099
concurrency_con,400,18,262155
concurrency_con,401,4,13662476
concurrency_con,402,3,4023
concurrency_con,403,4,13
concurrency_con,404,1,56
concurrency_con,405,3,12975940
concurrency_con,406,3,9
concurrency_con,407,10,1197362
concurrency_con,408,3,9
concurrency_con,409,9,10
concurrency_con,410,3,14
concurrency_con,411,2,1197311
concurrency_con,412,3,9
concurrency_con,413,10,12975840
concurrency_con,414,1,9705
concurrency_con,415,5,9699
concurrency_con,416,2,46
concurrency_con,417,2,4048
concurrency_con,418,4,182072
concurrency_con,419,1,1717
concurrency_con,420,3,1278
concurrency_con,421,1,27
concurrency_con,422,17,9
concurrency_con,423,8,69
concurrency_con,424,4,9
concurrency_con,425,1,41
concurrency_con,426,3,695
concurrency_con,427,4,1434
concurrency_con,428,35,19
concurrency_con,429,1,24
concurrency_con,430,5,193633
concurrency_con,431,9,193605
concurrency_con,432,1,1579
concurrency_con,433,4,182150
concurrency_con,434,6,3973
concurrency_con,435,4,25
concurrency_con,436,1,52
concurrency_con,437,1,57
concurrency_con,438,3,4012
concurrency_con,439,3,9
concurrency_con,440,1,13
concurrency_con,441,1,13662689
concurrency_con,442,2,11
concurrency_con,443,1,9
concurrency_con,444,2,21
concurrency_con,445,1,13662644
concurrency_con,446,2,13969129
concurrency_con,447,8,57062
concurrency_con,448,5,57071
concurrency_con,449,4,1142472
concurrency_con,450,5,3246
concurrency_con,451,13,5010329
concurrency_con,452,11,5010353
concurrency_con,453,3,257
concurrency_con,454,4,268
concurrency_con,455,5,10
concurrency_con,456,10,165
concurrency_con,457,2,1076200
concurrency_con,458,11,12
concurrency_con,459,2,9
concurrency_con,460,5,27067
concurrency_con,461,19,11790351
concurrency_con,462,6,11790364
concurrency_con,463,5,11790333
concurrency_con,464,6,11790346
concurrency_con,465,5,9
concurrency_con,466,13,9177
concurrency_con,467,12,52
concurrency_con,468,3,246
concurrency_con,469,4,1672448
concurrency_con,470,8,790413
concurrency_con,471,3,2868
concurrency_con,472,8,9
concurrency_con,473,34,9
concurrency_con,474,7,2695
concurrency_con,475,2,790408
concurrency_con,476,9,1672414
concurrency_con,477,11,94
concurrency_con,478,2,415
concurrency_con,479,18,96
concurrency_con,480,7,12000
concurrency_con,481,9,9
concurrency_con,482,4,36
concurrency_con,483,5,157
concurrency_con,484,4,1684441
concurrency_con,485,8,790413
concurrency_con,486,3,2868
concurrency_con,487,8,9
concurrency_con,488,34,9
concurrency_con,489,7,2695
concurrency_con,490,2,790408
concurrency_con,491,9,1684407
concurrency_con,492,11,75
concurrency_con,493,2,295
concurrency_con,494,14,104
concurrency_con,495,2,9
concurrency_con,496,7,21331
concurrency_con,497,19,27267
concurrency_con,498,5,1076280
concurrency_con,499,3,153
concurrency_con,500,5,94
concurrency_con,501,6,2996
concurrency_con,502,2,1142487
concurrency_con,503,3,13969086
concurrency_con,504,1,13662542
concurrency_con,505,6,11
concurrency_con,506,8,262099
concurrency_con,507,18,262155
concurrency_con,508,4,13662476
concurrency_con,509,3,4023
concurrency_con,510,4,13
concurrency_con,511,1,56
concurrency_con,512,3,12975940
concurrency_con,513,3,9
concurrency_con,514,10,1197362
concurrency_con,515,3,9
concurrency_con,516,9,10
concurrency_con,517,3,14
concurrency_con,518,2,1197311
concurrency_con,519,3,9
concurrency_con,520,10,12975840
concurrency_con,521,1,9705
concurrency_con,522,5,9699
concurrency_con,523,2,46
concurrency_con,524,2,4048
concurrency_con,525,4,182072
concurrency_con,526,1,1717
concurrency_con,527,3,1278
concurrency_con,528,1,27
concurrency_con,529,17,9
concurrency_con,530,8,69
concurrency_con,531,4,9
concurrency_con,532,1,41
concurrency_con,533,3,695
concurrency_con,534,4,1434
concurrency_con,535,35,19
concurrency_con,536,1,24
concurrency_con,537,5,193633
concurrency_con,538,9,193605
concurrency_con,539,1,1579
concurrency_con,540,4,182150
concurrency_con,541,6,3973
concurrency_con,542,4,25
concurrency_con,543,1,52
concurrency_con,544,1,57
concurrency_con,545,3,4012
concurrency_con,546,3,9
concurrency_con,547,1,13
concurrency_con,548,1,13662689
concurrency_con,549,2,11
concurrency_con,550,1,9
concurrency_con,551,2,21
concurrency_con,552,1,13662644
concurrency_con,553,2,13969129
concurrency_con,554,8,57062
concurrency_con,555,5,57071
concurrency_con,556,4,1142472
concurrency_con,557,5,3246
concurrency_con,558,13,5010329
concurrency_con,559,11,5010353
concurrency_con,560,3,257
concurrency_con,561,4,268
concurrency_con,562,5,10
concurrency_con,563,10,165
concurrency_con,564,2,1076200
concurrency_con,565,11,12
concurrency_con,566,2,9
concurrency_con,567,5,27067
concurrency_con,568,19,11790351
concurrency_con,569,6,11790364
concurrency_con,570,5,11790333
concurrency_con,571,6,11790346
concurrency_con,572,5,9
concurrency_con,573,13,9177
concurrency_con,574,12,52
concurrency_con,575,3,246
concurrency_con,576,4,1672448
concurrency_con,577,8,790413
concurrency_con,578,3,2868
concurrency_con,579,8,9
concurrency_con,580,34,9
concurrency_con,581,7,2695
concurrency_con,582,2,790408
concurrency_con,583,9,1672414
concurrency_con,584,11,94
concurrency_con,585,2,415
concurrency_con,586,18,96
concurrency_con,587,7,12000
concurrency_con,588,9,9
concurrency_con,589,4,36
concurrency_con,590,5,157
concurrency_con,591,4,1684441
concurrency_con,592,8,790413
concurrency_con,593,3,2868
concurrency_con,594,8,9
concurrency_con,595,34,9
concurrency_con,596,7,2695
concurrency_con,597,2,790408
concurrency_con,598,9,1684407
concurrency_con,599,11,75
concurrency_con,600,2,295
concurrency_con,601,14,104
concurrency_con,602,2,9
concurrency_con,603,7,21331
concurrency_con,604,19,27267
concurrency_con,605,5,1076280
concurrency_con,606,3,153
concurrency_con,607,5,94
concurrency_con,608,6,2996
concurrency_con,609,2,1142487
concurrency_con,610,3,13969086
concurrency_con,611,1,13662542
concurrency_con,612,6,11
concurrency_con,613,8,262099
concurrency_con,614,18,262155
concurrency_con,615,4,13662476
concurrency_con,616,3,4023
concurrency_con,617,4,13
concurrency_con,618,1,56
concurrency_con,619,3,12975940
concurrency_con,620,3,9
concurrency_con,621,10,1197362
concurrency_con,622,3,9
concurrency_con,623,9,10
concurrency_con,624,3,14
concurrency_con,625,2,1197311
concurrency_con,626,3,9
concurrency_con,627,10,12975840
concurrency_con,628,1,9705
concurrency_con,629,5,9699
concurrency_con,630,2,46
concurrency_con,631,2,4048
concurrency_con,632,4,182072
concurrency_con,633,1,1717
concurrency_con,634,3,1278
concurrency_con,635,1,27
concurrency_con,636,17,9
concurrency_con,637,8,69
concurrency_con,638,4,9
concurrency_con,639,1,41
concurrency_con,640,3,695
concurrency_con,641,4,1434
concurrency_con,642,35,19
concurrency_con,643,1,24
concurrency_con,644,5,193633
concurrency_con,645,9,193605
concurrency_con,646,1,1579
concurrency_con,647,4,182150
concurrency_con,648,6,3973
concurrency_con,649,4,25
concurrency_con,650,1,52
concurrency_con,651,1,57
concurrency_con,652,3,4012
concurrency_con,653,3,9
concurrency_con,654,1,13
concurrency_con,655,1,13662689
concurrency_con,656,2,11
concurrency_con,657,1,9
concurrency_con,658,2,21
concurrency_con,659,1,13662644
concurrency_con,660,2,13969129
concurrency_con,661,8,57062
concurrency_con,662,5,57071
concurrency_con,663,4,1142472
concurrency_con,664,5,3246
concurrency_con,665,13,5010329
concurrency_con,666,11,5010353
concurrency_con,667,3,257
concurrency_con,668,4,268
concurrency_con,669,5,10
concurrency_con,670,10,165
concurrency_con,671,2,1076200
concurrency_con,672,11,12
concurrency_con,673,2,9
concurrency_con,674,5,27067
concurrency_con,675,19,11790351
concurrency_con,676,6,11790364
concurrency_con,677,5,11790333
concurrency_con,678,6,11790346
concurrency_con,679,5,9
concurrency_con,680,13,9177
concurrency_con,681,12,52
concurrency_con,682,3,246
concurrency_con,683,4,1672448
concurrency_con,684,8,790413
concurrency_con,685,3,2868
concurrency_con,686,8,9
concurrency_con,687,34,9
concurrency_con,688,7,2695
concurrency_con,689,2,790408
concurrency_con,690,9,1672414
concurrency_con,691,11,94
concurrency_con,692,2,415
concurrency_con,693,18,96
concurrency_con,694,7,12000
concurrency_con,695,9,9
concurrency_con,696,4,36
concurrency_con,697,5,157
concurrency_con,698,4,1684441
concurrency_con,699,8,790413
concurrency_con,700,3,2868
concurrency_con,701,8,9
concurrency_con,702,34,9
concurrency_con,703,7,2695
concurrency_con,704,2,790408
concurrency_con,705,9,1684407
concurrency_con,706,11,75
concurrency_con,707,2,295
concurrency_con,708,14,104
concurrency_con,709,2,9
concurrency_con,710,7,21331
concurrency_con,711,19,27267
concurrency_con,712,5,1076280
concurrency_con,713,3,153
concurrency_con,714,5,94
concurrency_con,715,6,2996
concurrency_con,716,2,1142487
concurrency_con,717,3,13969086
concurrency_con,718,1,13662542
concurrency_con,719,6,11
concurrency_con,720,8,262099
concurrency_con,721,18,262155
concurrency_con,722,4,13662476
concurrency_con,723,3,4023
concurrency_con,724,4,13
concurrency_con,725,1,56
concurrency_con,726,3,12975940
concurrency_con,727,3,9
concurrency_con,728,10,1197362
concurrency_con,729,3,9
concurrency_con,730,9,10
concurrency_con,731,3,14
concurrency_con,732,2,1197311
concurrency_con,733,3,9
concurrency_con,734,10,12975840
concurrency_con,735,1,9705
concurrency_con,736,5,9699
concurrency_con,737,2,46
concurrency_con,738,2,4048
concurrency_con,739,4,182072
concurrency_con,740,1,1717
concurrency_con,741,3,1278
concurrency_con,742,1,27
concurrency_con,743,17,9
concurrency_con,744,8,69
concurrency_con,745,4,9
concurrency_con,746,1,41
concurrency_con,747,3,695
concurrency_con,748,4,1434
concurrency_con,749,35,19
concurrency_con,750,1,24
concurrency_con,751,5,193633
concurrency_con,752,9,193605
concurrency_con,753,1,1579
concurrency_con,754,4,182150
concurrency_con,755,6,3973
concurrency_con,756,4,25
concurrency_con,757,1,52
concurrency_con,758,1,57
concurrency_con,759,3,4012
concurrency_con,760,3,9
concurrency_con,761,1,13
concurrency_con,762,1,13662689
concurrency_con,763,2,11
concurrency_con,764,1,9
concurrency_con,765,2,21
concurrency_con,766,1,13662644
concurrency_con,767,2,13969129
concurrency_con,768,8,57062
concurrency_con,769,5,57071
concurrency_con,770,4,1142472
concurrency_con,771,5,3246
concurrency_con,772,13,5010329
concurrency_con,773,11,5010353
concurrency_con,774,3,257
concurrency_con,775,4,268
concurrency_con,776,5,10
concurrency_con,777,10,165
concurrency_con,778,2,1076200
concurrency_con,779,11,12
concurrency_con,780,2,9
concurrency_con,781,5,27067
concurrency_con,782,19,11790351
concurrency_con,783,6,11790364
concurrency_con,784,5,11790333
concurrency_con,785,6,11790346
concurrency_con,786,5,9
concurrency_con,787,13,9177
concurrency_con,788,12,52
concurrency_con,789,3,246
concurrency_con,790,4,1672448
concurrency_con,791,8,790413
concurrency_con,792,3,2868
concurrency_con,793,8,9
concurrency_con,794,34,9
concurrency_con,795,7,2695
concurrency_con,796,2,790408
concurrency_con,797,9,1672414
concurrency_con,798,11,94
concurrency_con,799,2,415
concurrency_con,800,18,96
concurrency_con,801,7,12000
concurrency_con,802,9,9
concurrency_con,803,4,36
concurrency_con,804,5,157
concurrency_con,805,4,1684441
concurrency_con,806,8,790413
concurrency_con,807,3,2868
concurrency_con,808,8,9
concurrency_con,809,34,9
concurrency_con,810,7,2695
concurrency_con,811,2,790408
concurrency_con,812,9,1684407
concurrency_con,813,11,75
concurrency_con,814,2,295
concurrency_con,815,14,104
concurrency_con,816,2,9
concurrency_con,817,7,21331
concurrency_con,818,19,27267
concurrency_con,819,5,1076280
concurrency_con,820,3,153
concurrency_con,821,5,94
concurrency_con,822,6,2996
concurrency_con,823,2,1142487
concurrency_con,824,3,13969086
concurrency_con,825,1,13662542
concurrency_con,826,6,11
concurrency_con,827,8,262099
concurrency_con,828,18,262155
concurrency_con,829,4,13662476
concurrency_con,830,3,4023
concurrency_con,831,4,13
concurrency_con,832,1,56
concurrency_con,833,3,12975940
concurrency_con,834,3,9
concurrency_con,835,10,1197362
concurrency_con,836,3,9
concurrency_con,837,9,10
concurrency_con,838,3,14
concurrency_con,839,2,1197311
concurrency_con,840,3,9
concurrency_con,841,10,12975840
concurrency_con,842,1,9705
concurrency_con,843,5,9699
concurrency_con,844,2,46
concurrency_con,845,2,4048
concurrency_con,846,4,182072
concurrency_con,847,1,1717
concurrency_con,848,3,1278
concurrency_con,849,1,27
concurrency_con,850,17,9
concurrency_con,851,8,69
concurrency_con,852,4,9
concurrency_con,853,1,41
concurrency_con,854,3,695
concurrency_con,855,4,1434
concurrency_con,856,35,19
concurrency_con,857,1,24
concurrency_con,858,5,193633
concurrency_con,859,9,193605
concurrency_con,860,1,1579
concurrency_con,861,4,182150
concurrency_con,862,6,3973
concurrency_con,863,4,25
concurrency_con,864,1,52
concurrency_con,865,1,57
concurrency_con,866,3,4012
concurrency_con,867,3,9
concurrency_con,868,1,13
concurrency_con,869,1,13662689
concurrency_con,870,2,11
concurrency_con,871,1,9
concurrency_con,872,2,21
concurrency_con,873,1,13662644
concurrency_con,874,2,13969129
concurrency_con,875,8,57062
concurrency_con,876,5,57071
concurrency_con,877,4,1142472
concurrency_con,878,5,3246
concurrency_con,879,13,5010329
concurrency_con,880,11,5010353
concurrency_con,881,3,257
concurrency_con,882,4,268
concurrency_con,883,5,10
concurrency_con,884,10,165
concurrency_con,885,2,1076200
concurrency_con,886,11,12
concurrency_con,887,2,9
concurrency_con,888,5,27067
concurrency_con,889,19,11790351
concurrency_con,890,6,11790364
concurrency_con,891,5,11790333
concurrency_con,892,6,11790346
concurrency_con,893,5,9
concurrency_con,894,13,9177
concurrency_con,895,12,52
concurrency_con,896,3,246
concurrency_con,897,4,1672448
concurrency_con,898,8,790413
concurrency_con,899,3,2868
concurrency_con,900,8,9
concurrency_con,901,34,9
concurrency_con,902,7,2695
concurrency_con,903,2,790408
concurrency_con,904,9,1672414
concurrency_con,905,11,94
concurrency_con,906,2,415
concurrency_con,907,18,96
concurrency_con,908,7,12000
concurrency_con,909,9,9
concurrency_con,910,4,36
concurrency_con,911,5,157
concurrency_con,912,4,1684441
concurrency_con,913,8,790413
concurrency_con,914,3,2868
concurrency_con,915,8,9
concurrency_con,916,34,9
concurrency_con,917,7,2695
concurrency_con,918,2,790408
concurrency_con,919,9,1684407
concurrency_con,920,11,75
concurrency_con,921,2,295
concurrency_con,922,14,104
concurrency_con,923,2,9
concurrency_con,924,7,21331
concurrency_con,925,19,27267
concurrency_con,926,5,1076280
concurrency_con,927,3,153
concurrency_con,928,5,94
concurrency_con,929,6,2996
concurrency_con,930,2,1142487
concurrency_con,931,3,13969086
concurrency_con,932,1,13662542
concurrency_con,933,6,11
concurrency_con,934,8,262099
concurrency_con,935,18,262155
concurrency_con,936,4,13662476
concurrency_con,937,3,4023
concurrency_con,938,4,13
concurrency_con,939,1,56
concurrency_con,940,3,12975940
concurrency_con,941,3,9
concurrency_con,942,10,1197362
concurrency_con,943,3,9
concurrency_con,944,9,10
concurrency_con,945,3,14
concurrency_con,946,2,1197311
concurrency_con,947,3,9
concurrency_con,948,10,12975840
concurrency_con,949,1,9705
concurrency_con,950,5,9699
concurrency_con,951,2,46
concurrency_con,952,2,4048
concurrency_con,953,4,182072
concurrency_con,954,1,1717
concurrency_con,955,3,1278
concurrency_con,956,1,27
concurrency_con,957,17,9
concurrency_con,958,8,69
concurrency_con,959,4,9
concurrency_con,960,1,41
concurrency_con,961,3,695
concurrency_con,962,4,1434
concurrency_con,963,35,19
concurrency_con,964,1,24
concurrency_con,965,5,193633
concurrency_con,966,9,193605
concurrency_con,967,1,1579
concurrency_con,968,4,182150
concurrency_con,969,6,3973
concurrency_con,970,4,25
concurrency_con,971,1,52
concurrency_con,972,1,57
concurrency_con,973,3,4012
concurrency_con,974,3,9
concurrency_con,975,1,13
concurrency_con,976,1,13662689
concurrency_con,977,2,11
concurrency_con,978,1,9
concurrency_con,979,2,21
concurrency_con,980,1,13662644
concurrency_con,981,2,13969129
concurrency_con,982,8,57062
concurrency_con,983,5,57071
concurrency_con,984,4,1142472
concurrency_con,985,5,3246
concurrency_con,986,13,5010329
concurrency_con,987,11,5010353
concurrency_con,988,3,257
concurrency_con,989,4,268
concurrency_con,990,5,10
concurrency_con,991,10,165
concurrency_con,992,2,1076200
concurrency_con,993,11,12
concurrency_con,994,2,9
concurrency_con,995,5,27067
concurrency_con,996,19,11790351
concurrency_con,997,6,11790364
concurrency_con,998,5,11790333
concurrency_con,999,6,11790346
concurrency_con,1000,5,9
concurrency_con,1001,13,9177
concurrency_con,1002,12,52
concurrency_con,1003,3,246
concurrency_con,1004,4,1672448
concurrency_con,1005,8,790413
concurrency_con,1006,3,2868
concurrency_con,1007,8,9
concurrency_con,1008,34,9
concurrency_con,1009,7,2695
concurrency_con,1010,2,790408
concurrency_con,1011,9,1672414
concurrency_con,1012,11,94
concurrency_con,1013,2,415
concurrency_con,1014,18,96
